TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
BYSI UR Equity,BEYONDSPRING INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
BZH UN Equity,BEAZER HOMES USA,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
C UN Equity,CITIGROUP INC,Financials,Banks,Banks,Diversified Banks
CABA UW Equity,CABALETTA BIO IN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CABO UN Equity,CABLE ONE INC,Communication Services,Media & Entertainment,Media,Cable & Satellite
CAC UW Equity,CAMDEN NATIONAL,Financials,Banks,Banks,Regional Banks
CACC UW Equity,CREDIT ACCEPTANC,Financials,Diversified Financials,Consumer Finance,Consumer Finance
CACI UN Equity,CACI INTL-A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
CADE UN Equity,CADENCE BANCORP,Financials,Banks,Banks,Regional Banks
CAG UN Equity,CONAGRA BRANDS I,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CAH UN Equity,CARDINAL HEALTH,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
CAI UN Equity,CAI INTERNATIONA,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
CAKE UW Equity,CHEESECAKE FACTO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CAL UN Equity,CALERES INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
CALA UW Equity,CALITHERA BIOSCI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CALM UW Equity,CAL-MAINE FOODS,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CALX UN Equity,CALIX INC,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CAMP UW Equity,CALAMP CORP,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CAR UW Equity,AVIS BUDGET GROU,Industrials,Transportation,Road & Rail,Trucking
CARA UQ Equity,CARA THERAPEUTIC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CARE UW Equity,CARTER BANK & TR,Financials,Banks,Banks,Regional Banks
CARG UW Equity,CARGURUS INC,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CARO UR Equity,CAROLINA FINANCI,Financials,Banks,Banks,Regional Banks
CARS UN Equity,CARS.COM INC,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CASA UW Equity,CASA SYSTEMS INC,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CASH UW Equity,META FINANCIAL G,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CASI UR Equity,CASI PHARMACEUTI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CASS UW Equity,CASS INFORMATION,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
CASY UW Equity,CASEY'S GENERAL,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
CAT UN Equity,CATERPILLAR INC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CATC UR Equity,CAMBRIDGE BNCRP,Financials,Banks,Banks,Regional Banks
CATM UW Equity,CARDTRONICS PL-A,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
CATO UN Equity,CATO CORP-A,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
CATS UR Equity,CATASYS INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CATY UW Equity,CATHAY GENERAL B,Financials,Banks,Banks,Regional Banks
CB UN Equity,CHUBB LTD,Financials,Insurance,Insurance,Property & Casualty Insurance
CBAN UQ Equity,COLONY BANKCORP,Financials,Banks,Banks,Regional Banks
CBAY UW Equity,CYMABAY THERAPEU,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CBB UN Equity,CINCINNATI BELL,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
CBL UN Equity,CBL & ASSOC PROP,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
CBMG UW Equity,CELLULAR BIOMEDI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CBNK UW Equity,CAPITAL BANCORP,Financials,Banks,Banks,Regional Banks
CBOE UF Equity,CBOE GLOBAL MARK,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
CBPX UN Equity,CONTINENTAL BUIL,Industrials,Capital Goods,Building Products,Building Products
CBRE UN Equity,CBRE GROUP INC-A,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
CBRL UW Equity,CRACKER BARREL,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CBSH UW Equity,COMMERCE BCSHS,Financials,Banks,Banks,Regional Banks
CBT UN Equity,CABOT CORP,Materials,Materials,Chemicals,Commodity Chemicals
CBTX UW Equity,CBTX INC,Financials,Banks,Banks,Regional Banks
CBU UN Equity,COMMUNITY BANK S,Financials,Banks,Banks,Regional Banks
CBZ UN Equity,CBIZ INC,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CC UN Equity,CHEMOURS CO,Materials,Materials,Chemicals,Diversified Chemicals
CCB UW Equity,COASTAL FINANCIA,Financials,Banks,Banks,Regional Banks
CCBG UW Equity,CAP CITY BANK,Financials,Banks,Banks,Regional Banks
CCF UA Equity,CHASE CORP,Materials,Materials,Chemicals,Specialty Chemicals
CCI UN Equity,CROWN CASTLE INT,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CCK UN Equity,CROWN HOLDINGS I,Materials,Materials,Containers & Packaging,Metal & Glass Containers
CCL UN Equity,CARNIVAL CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CCMP UW Equity,CABOT MICROELEC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
CCNE UW Equity,CNB FINL CORP/PA,Financials,Banks,Banks,Regional Banks
CCO UN Equity,CLEAR CHANNEL OU,Communication Services,Media & Entertainment,Media,Advertising
CCOI UW Equity,COGENT COMMUNICA,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CCRN UW Equity,CROSS COUNTRY HE,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CCS UN Equity,CENTURY COMMUNIT,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
CCXI UW Equity,CHEMOCENTRYX INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CDAY UN Equity,CERIDIAN HCM HOL,Information Technology,Software & Services,Software,Application Software
CDE UN Equity,COEUR MINING INC,Materials,Materials,Metals & Mining,Gold
CDEV UR Equity,CENTENNIAL RES-A,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CDK UW Equity,CDK GLOBAL INC,Information Technology,Software & Services,Software,Application Software
CDLX UQ Equity,CARDLYTICS INC,Communication Services,Media & Entertainment,Media,Advertising
CDMO UR Equity,AVID BIOSERVICES,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CDNA UQ Equity,CAREDX INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CDNS UW Equity,CADENCE DESIGN,Information Technology,Software & Services,Software,Application Software
CDR UN Equity,CEDAR REALTY TRU,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
CDW UW Equity,CDW CORP/DE,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
CDXC UR Equity,CHROMADEX CORP,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CDXS UW Equity,CODEXIS INC,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CDZI UQ Equity,CADIZ INC,Utilities,Utilities,Water Utilities,Water Utilities
CE UN Equity,CELANESE CORP,Materials,Materials,Chemicals,Specialty Chemicals
CECE UW Equity,CECO ENVIRONMNTL,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CEIX UN Equity,CONSOL ENERGY IN,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
CELC UR Equity,CELCUITY INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CELH UR Equity,CELSIUS HOLDINGS,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
CENT UW Equity,CENTRAL GARDEN,Consumer Staples,Household & Personal Products,Household Products,Household Products
CENTA UW Equity,CENTRAL GARDEN-A,Consumer Staples,Household & Personal Products,Household Products,Household Products
CENX UW Equity,CENTURY ALUMINUM,Materials,Materials,Metals & Mining,Aluminum
CERC UR Equity,CERECOR INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CERN UW Equity,CERNER CORP,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CERS UQ Equity,CERUS CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
CETV UW Equity,CENTRAL EURO M-A,Communication Services,Media & Entertainment,Media,Broadcasting
CEVA UW Equity,CEVA INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CF UN Equity,CF INDUSTRIES HO,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
CFB UW Equity,CROSSFIRST BANKS,Financials,Banks,Banks,Regional Banks
CFFI UW Equity,C & F FINANCIAL,Financials,Banks,Banks,Regional Banks
CFFN UW Equity,CAPITOL FEDERAL,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CFG UN Equity,CITIZENS FINANCI,Financials,Banks,Banks,Regional Banks
CFMS UW Equity,CONFORMIS INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CFR UN Equity,CULLEN/FROST,Financials,Banks,Banks,Regional Banks
CFX UN Equity,COLFAX CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
CGNX UW Equity,COGNEX CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
CHAP UN Equity,CHAPARRAL ENER-A,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CHCO UW Equity,CITY HOLDING CO,Financials,Banks,Banks,Regional Banks
CHCT UN Equity,COMMUNITY HEALTH,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
CHD UN Equity,CHURCH & DWIGHT,Consumer Staples,Household & Personal Products,Household Products,Household Products
CHDN UW Equity,CHURCHILL DOWNS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
CHE UN Equity,CHEMED CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CHEF UW Equity,CHEFS WAREHOUSE,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Distributors
CHGG UN Equity,CHEGG INC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
CHH UN Equity,CHOICE HOTELS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CHK UN Equity,CHESAPEAKE ENERG,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CHMA UW Equity,CHIASMA INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CHMG UW Equity,CHEMUNG FINL CRP,Financials,Banks,Banks,Regional Banks
CHMI UN Equity,CHERRY HILL MORT,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
CHNG UW Equity,CHANGE HEALTHCAR,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CHRA UN Equity,CHARAH SOLUTIONS,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CHRS UQ Equity,COHERUS BIOSCIEN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CHRW UW Equity,CH ROBINSON,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
CHS UN Equity,CHICO'S FAS INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
CHTR UW Equity,CHARTER COMMUN-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
CHUY UW Equity,CHUY'S HOLDINGS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CI UN Equity,CIGNA CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CIA UN Equity,CITIZENS INC,Financials,Insurance,Insurance,Life & Health Insurance
CIEN UN Equity,CIENA CORP,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CIM UN Equity,CHIMERA INV CORP,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
CINF UW Equity,CINCINNATI FIN,Financials,Insurance,Insurance,Property & Casualty Insurance
CIO UN Equity,CITY OFFICE REIT,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
CIR UN Equity,CIRCOR INTL,Industrials,Capital Goods,Machinery,Industrial Machinery
CISN UN Equity,CISION LTD,Information Technology,Software & Services,Software,Application Software
CIT UN Equity,CIT GROUP INC,Financials,Banks,Banks,Regional Banks
CIVB UR Equity,CIVISTA BANCSHAR,Financials,Banks,Banks,Regional Banks
CIX UA Equity,COMPX INTL INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
CKH UN Equity,SEACOR HOLDINGS,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CKPT UR Equity,CHECKPOINT THERA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CL UN Equity,COLGATE-PALMOLIV,Consumer Staples,Household & Personal Products,Household Products,Household Products
CLAR UW Equity,CLARUS CORP,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
CLBK UW Equity,COLUMBIA FINANCI,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CLCT UQ Equity,COLLECTORS UNIV,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
CLDR UN Equity,CLOUDERA INC,Information Technology,Software & Services,Software,Application Software
CLDT UN Equity,CHATHAM LODGING,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
CLF UN Equity,CLEVELAND-CLIFFS,Materials,Materials,Metals & Mining,Steel
CLFD UQ Equity,CLEARFIELD INC,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CLGX UN Equity,CORELOGIC INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
CLH UN Equity,CLEAN HARBORS,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CLI UN Equity,MACK-CALI REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
CLNC UN Equity,COLONY CREDIT RE,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
CLNE UW Equity,CLEAN ENERGY FUE,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CLNY UN Equity,COLONY CAPITAL I,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs
CLPR UN Equity,CLIPPER REALTY I,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
CLR UN Equity,CONTL RES INC/OK,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CLVS UW Equity,CLOVIS ONCOLOGY,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CLW UN Equity,CLEARWATER,Materials,Materials,Paper & Forest Products,Paper Products
CLX UN Equity,CLOROX CO,Consumer Staples,Household & Personal Products,Household Products,Household Products
CLXT UQ Equity,CALYXT INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CMA UN Equity,COMERICA INC,Financials,Banks,Banks,Regional Banks
CMBM UQ Equity,CAMBIUM NETWORKS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CMC UN Equity,COMMERCIAL METAL,Materials,Materials,Metals & Mining,Steel
CMCO UW Equity,COLUMBUS MCKI/NY,Industrials,Capital Goods,Machinery,Industrial Machinery
CMCSA UW Equity,COMCAST CORP-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
CMCT UQ Equity,CIM COMMERCIAL T,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
CMD UN Equity,CANTEL MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CME UW Equity,CME GROUP INC,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
CMG UN Equity,CHIPOTLE MEXICAN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
CMI UN Equity,CUMMINS INC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CMLS UQ Equity,CUMULUS MEDIA-A,Communication Services,Media & Entertainment,Media,Broadcasting
CMO UN Equity,CAPSTEAD MORTGAG,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
CMP UN Equity,COMPASS MINERALS,Materials,Materials,Metals & Mining,Diversified Metals & Mining
CMPR UW Equity,CIMPRESS PLC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
CMRE UN Equity,COSTAMARE INC,Industrials,Transportation,Marine,Marine
CMRX UQ Equity,CHIMERIX INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CMS UN Equity,CMS ENERGY CORP,Utilities,Utilities,Multi-Utilities,Multi-Utilities
CMTL UW Equity,COMTECH TELECOMM,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CNA UN Equity,CNA FINL CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
CNBKA UW Equity,CENTURY BANC -A,Financials,Banks,Banks,Regional Banks
CNC UN Equity,CENTENE CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
CNCE UQ Equity,CONCERT PHARMACE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CNDT UW Equity,CONDUENT INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
CNK UN Equity,CINEMARK HOLDING,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
CNMD UW Equity,CONMED CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CNNE UN Equity,CANNAE HOLDINGS,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
CNO UN Equity,CNO FINANCIAL GR,Financials,Insurance,Insurance,Life & Health Insurance
CNOB UW Equity,CONNECTONE BANCO,Financials,Banks,Banks,Regional Banks
CNP UN Equity,CENTERPOINT ENER,Utilities,Utilities,Multi-Utilities,Multi-Utilities
CNR UN Equity,CORNERSTONE BUIL,Industrials,Capital Goods,Building Products,Building Products
CNS UN Equity,COHEN & STEERS,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
CNSL UW Equity,CONSOLIDATED COM,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
CNST UW Equity,CONSTELLATION PH,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CNTG UQ Equity,CENTOGENE NV,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CNTY UR Equity,CENTURY CASINOS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
CNX UN Equity,CNX RESOURCES CO,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CNXN UW Equity,PC CONNECTION,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
CODA UR Equity,CODA OCTOPUS GRO,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
COF UN Equity,CAPITAL ONE FINA,Financials,Diversified Financials,Consumer Finance,Consumer Finance
COG UN Equity,CABOT OIL & GAS,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
COHR UW Equity,COHERENT INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
COHU UW Equity,COHU INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
COKE UW Equity,COCA-COLA CONSOL,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
COLB UW Equity,COLUMBIA BANKING,Financials,Banks,Banks,Regional Banks
COLD UN Equity,AMERICOLD REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
COLL UW Equity,COLLEGIUM PHARMA,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COLM UW Equity,COLUMBIA SPORTSW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
COMM UW Equity,COMMSCOPE HOLDIN,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CONE UW Equity,CYRUSONE INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CONN UW Equity,CONN'S INC,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail
COO UN Equity,COOPER COS INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
COOP UR Equity,MR COOPER GROUP,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
COP UN Equity,CONOCOPHILLIPS,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
COR UN Equity,CORESITE REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CORE UW Equity,CORE-MARK HOLDIN,Consumer Discretionary,Retailing,Distributors,Distributors
CORR UN Equity,CORENERGY INFRAS,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CORT UR Equity,CORCEPT THERA,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COST UW Equity,COSTCO WHOLESALE,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Hypermarkets & Super Centers
COTY UN Equity,COTY INC-CL A,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
COUP UW Equity,COUPA SOFTWARE I,Information Technology,Software & Services,Software,Application Software
COWN UW Equity,COWEN INC - A,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
CPA UN Equity,COPA HOLDIN-CL A,Industrials,Transportation,Airlines,Airlines
CPB UN Equity,CAMPBELL SOUP CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CPE UN Equity,CALLON PETROLEUM,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CPF UN Equity,CENTRAL PACIFIC,Financials,Banks,Banks,Regional Banks
CPK UN Equity,CHESAPEAKE UTIL,Utilities,Utilities,Gas Utilities,Gas Utilities
CPLG UN Equity,COREPOINT LODGIN,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
CPRI UN Equity,CAPRI HOLDINGS L,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CPRT UW Equity,COPART INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CPRX UR Equity,CATALYST PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CPS UN Equity,COOPER-STANDARD,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
CPSI UW Equity,COMPUTER PROGRAM,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CPT UN Equity,CAMDEN PROP TR,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
CR UN Equity,CRANE CO,Industrials,Capital Goods,Machinery,Industrial Machinery
CRAI UW Equity,CRA INTERNATIONA,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CRBP UQ Equity,CORBUS PHARMACEU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CRC UN Equity,CALIFORNIA RESOU,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRCM UN Equity,CARE.COM INC,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
CRD/A UN Equity,CRAWFORD & CO-A,Financials,Insurance,Insurance,Insurance Brokers
CREE UW Equity,CREE INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRI UN Equity,CARTER'S INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CRK UN Equity,COMSTOCK RES INC,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRL UN Equity,CHARLES RIVER LA,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CRM UN Equity,SALESFORCE.COM,Information Technology,Software & Services,Software,Application Software
CRMD UA Equity,CORMEDIX INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CRMT UW Equity,AMERICA'S CAR-MA,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
CRNC UW Equity,CERENCE INC,Information Technology,Software & Services,Software,Application Software
CRNX UW Equity,CRINETICS PHARMA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CROX UW Equity,CROCS INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
CRS UN Equity,CARPENTER TECH,Materials,Materials,Metals & Mining,Steel
CRTX UW Equity,CORTEXYME INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CRUS UW Equity,CIRRUS LOGIC INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRVL UW Equity,CORVEL CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CRY UN Equity,CRYOLIFE INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CSCO UW Equity,CISCO SYSTEMS,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CSFL UW Equity,CENTERSTATE BANK,Financials,Banks,Banks,Regional Banks
CSGP UW Equity,COSTAR GROUP INC,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CSGS UW Equity,CSG SYSTEMS INTL,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
CSII UW Equity,CARDIOVASCULAR S,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CSL UN Equity,CARLISLE COS INC,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
CSLT UN Equity,CASTLIGHT HEAL-B,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CSOD UW Equity,CORNERSTONE ONDE,Information Technology,Software & Services,Software,Application Software
CSTE UW Equity,CAESARSTONE LTD,Industrials,Capital Goods,Building Products,Building Products
CSTL UQ Equity,CASTLE BIOSCIENC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CSTR UW Equity,CAPSTAR FINANCIA,Financials,Banks,Banks,Regional Banks
CSV UN Equity,CARRIAGE SERVICE,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
CSWI UW Equity,CSW INDUSTRI INC,Industrials,Capital Goods,Building Products,Building Products
